Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,duration,duration_formatted,Found
56669741,2023-01-31 13:33:05,2023-01-31 22:24:49,DHS,Department of Homeless Services,Encampment,,Store/Commercial,10036.0,576 5 AVENUE,5 AVENUE,EAST   46 STREET,EAST   47 STREET,EAST   46 STREET,EAST   47 STREET,ADDRESS,NEW YORK,5 AVENUE,,Closed,,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,01/31/2023 10:24:55 PM,05 MANHATTAN,1012620041.0,MANHATTAN,990155.0,214894.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.756508917326514,-73.97868583427248,"(40.756508917326514, -73.97868583427248)",12079.0,11.0,4.0,51.0,10.0,8.862222222222224,0 days 8 hours 51 minutes 44 seconds,1.0
56674869,2023-01-31 13:22:21,2023-02-01 10:21:51,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,10128.0,2 AVENUE,2 AVENUE,2 AVENUE,EAST   90 STREET,2 AVENUE,EAST 90 STREET,INTERSECTION,MANHATTAN,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,02/01/2023 10:21:51 AM,08 MANHATTAN,,MANHATTAN,998130.0,223615.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.78043687037072,-73.94988197391493,"(40.780436870370714, -73.94988197391493)",10099.0,23.0,4.0,1.0,11.0,20.991666666666667,0 days 20 hours 59 minutes 30 seconds,0.0
56673426,2023-01-31 13:07:25,2023-01-31 19:21:18,DHS,Department of Homeless Services,Encampment,,Street/Sidewalk,10019.0,440 WEST   57 STREET,WEST   57 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   57 STREET,,Closed,,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,01/31/2023 07:21:22 PM,04 MANHATTAN,1010660012.0,MANHATTAN,987863.0,219238.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.76843331312154,-73.98695649983485,"(40.76843331312154, -73.98695649983485)",12081.0,12.0,4.0,10.0,10.0,6.231388888888889,0 days 6 hours 13 minutes 53 seconds,1.0
56673620,2023-01-31 12:45:02,2023-02-01 03:34:26,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10019.0,6 AVENUE,6 AVENUE,WEST   57 STREET,WEST   58 STREET,WEST   57 STREET,WEST   58 STREET,BLOCKFACE,MANHATTAN,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,02/01/2023 03:34:26 AM,05 MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,40.765045,-73.9789051,"(40.765045, -73.9789051)",,,,,,14.823333333333334,0 days 14 hours 49 minutes 24 seconds,0.0
56675474,2023-01-31 12:42:51,2023-02-01 03:38:03,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,11201.0,5 METROTECH CENTER,METROTECH CENTER,LAWRENCE STREET,BRIDGE STREET,LAWRENCE STREET,BRIDGE STREET,ADDRESS,BROOKLYN,METROTECH CENTER,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,02/01/2023 03:38:03 AM,02 BROOKLYN,3001427501.0,BROOKLYN,988226.0,192256.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69437418783474,-73.98566195666601,"(40.69437418783474, -73.98566195666601)",16865.0,68.0,2.0,38.0,54.0,14.92,0 days 14 hours 55 minutes 12 seconds,0.0
56675458,2023-01-31 12:22:32,2023-02-01 13:37:02,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11377.0,63 STREET,63 STREET,63 STREET,HICKS DRIVE,63 STREET,HICKS DRIVE,INTERSECTION,QUEENS,,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",02/01/2023 01:37:02 PM,02 QUEENS,,QUEENS,1011544.0,210354.0,PHONE,Unspecified,QUEENS,,,,,,,,40.74400761565354,-73.9015004579422,"(40.74400761565354, -73.9015004579422)",14787.0,53.0,3.0,33.0,66.0,25.241666666666667,1 days 1 hours 14 minutes 30 seconds,1.0
56678361,2023-01-31 12:07:25,2023-02-01 08:38:43,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10019.0,9 AVENUE,9 AVENUE,9 AVENUE,WEST   58 STREET,9 AVENUE,WEST 58 STREET,INTERSECTION,MANHATTAN,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,02/01/2023 08:38:43 AM,04 MANHATTAN,,MANHATTAN,988345.0,219297.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.768595042659975,-73.98521636785432,"(40.768595042659975, -73.98521636785432)",12081.0,12.0,4.0,10.0,10.0,20.52166666666667,0 days 20 hours 31 minutes 18 seconds,0.0
56672411,2023-01-31 12:01:45,2023-02-01 05:40:30,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10031.0,541 WEST  138 STREET,WEST  138 STREET,HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,ADDRESS,NEW YORK,WEST  138 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,02/01/2023 05:40:30 AM,09 MANHATTAN,1020700008.0,MANHATTAN,997257.0,238665.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82174632473051,-73.95300505512915,"(40.82174632473051, -73.95300505512915)",12428.0,37.0,4.0,23.0,19.0,17.645833333333336,0 days 17 hours 38 minutes 45 seconds,0.0
56676040,2023-01-31 11:42:15,2023-02-09 12:48:40,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,10472.0,"Parkchester, Cross Bronx Expressway, Bronx County, City of New York, New York, 10472, United States",,,,,,ADDRESS,City of New York,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,02/09/2023 12:48:40 PM,Unspecified BRONX,,BRONX,1022765.0,242874.0,MOBILE,Unspecified,BRONX,,,,6,,,Mezzanine,40.83322442325393,-73.86081931009038,"(40.83322442325393, -73.86081931009038)",11610.0,58.0,5.0,31.0,26.0,217.10694444444445,9 days 1 hours 6 minutes 25 seconds,0.0
56671756,2023-01-31 11:38:39,2023-01-31 11:58:45,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,10037.0,"125th Street, East 125th Street, East Harlem, Manhattan, New York County, City of New York, New York, 10037, United States",,,,,,ADDRESS,City of New York,,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",01/31/2023 11:58:45 AM,Unspecified MANHATTAN,,MANHATTAN,1001526.0,232252.0,MOBILE,Unspecified,MANHATTAN,,,,4,,,Platform,40.80413711422111,-73.93759745429841,"(40.80413711422111, -73.93759745429841)",13093.0,7.0,4.0,35.0,16.0,0.335,0 days 0 hours 20 minutes 6 seconds,
56670961,2023-01-31 11:04:43,2023-01-31 11:57:52,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10019.0,6 AVENUE,6 AVENUE,6 AVENUE,WEST   57 STREET,6 AVENUE,WEST 57 STREET,INTERSECTION,MANHATTAN,,,Closed,,The individual was found and outreach assistance was offered.,01/31/2023 11:57:52 AM,05 MANHATTAN,,MANHATTAN,990567.0,217741.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76432291713917,-73.97719604038008,"(40.76432291713917, -73.97719604038008)",12081.0,11.0,4.0,51.0,10.0,0.8858333333333334,0 days 0 hours 53 minutes 9 seconds,1.0
56673659,2023-01-31 10:43:15,2023-02-02 00:37:09,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,10019.0,"57th Street, West 57th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",,,,,,ADDRESS,City of New York,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,02/02/2023 12:37:09 AM,Unspecified MANHATTAN,,MANHATTAN,990496.0,217613.0,MOBILE,Unspecified,MANHATTAN,,,,F,,,Mezzanine,40.76397164061828,-73.97745246469351,"(40.76397164061828, -73.97745246469351)",12081.0,11.0,4.0,51.0,10.0,37.89833333333333,1 days 13 hours 53 minutes 54 seconds,0.0
56672837,2023-01-31 10:28:43,2023-01-31 10:34:54,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11223.0,1767 EAST    9 STREET,EAST    9 STREET,KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,ADDRESS,BROOKLYN,EAST    9 STREET,,Closed,,The Department of Homeless Services did not have enough information to act on your request.,01/31/2023 10:34:54 AM,15 BROOKLYN,3066660096.0,BROOKLYN,994367.0,160061.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.60600103123606,-73.96356489578407,"(40.60600103123606, -73.96356489578407)",18183.0,32.0,2.0,18.0,36.0,0.1030555555555555,0 days 0 hours 6 minutes 11 seconds,
56676034,2023-01-31 10:14:57,2023-02-01 14:02:00,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,10012.0,"Chambers Street, West Broadway, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10012, United States",,,,,,ADDRESS,City of New York,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,02/01/2023 02:02:00 PM,Unspecified MANHATTAN,,MANHATTAN,981681.0,199944.0,MOBILE,Unspecified,MANHATTAN,,,,2,,,Mezzanine,40.71547645799355,-74.00926712653734,"(40.71547645799355, -74.00926712653734)",11728.0,56.0,4.0,32.0,1.0,27.784166666666668,1 days 3 hours 47 minutes 3 seconds,0.0
56676530,2023-01-31 10:07:56,2023-02-02 02:10:29,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,10018.0,"Bryant Park, West 42nd Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10018, United States",,,,,,ADDRESS,City of New York,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,02/02/2023 02:10:29 AM,Unspecified MANHATTAN,,MANHATTAN,988886.0,213987.0,ONLINE,Unspecified,MANHATTAN,,,,7,,,Entrance,40.75402018955593,-73.98326692968377,"(40.75402018955593, -73.98326692968377)",13094.0,11.0,4.0,51.0,8.0,40.0425,1 days 16 hours 2 minutes 33 seconds,0.0
56678134,2023-01-31 10:01:01,2023-01-31 12:13:13,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,10037.0,"Grand Central, Madison Avenue, Midtown East, Manhattan, New York County, City of New York, New York, 10037, United States",,,,,,ADDRESS,City of New York,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,01/31/2023 12:13:13 PM,Unspecified MANHATTAN,,MANHATTAN,990242.0,213402.0,MOBILE,Unspecified,MANHATTAN,,,,6,,Grand Central Terminal (from mezzanine l,Entrance,40.75241369801656,-73.97837313637817,"(40.75241369801656, -73.97837313637817)",10353.0,11.0,4.0,51.0,8.0,2.2033333333333336,0 days 2 hours 12 minutes 12 seconds,0.0
56675880,2023-01-31 09:42:35,2023-02-03 14:53:53,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,10035.0,"72nd Street, 2nd Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10035, United States",,,,,,ADDRESS,City of New York,,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",02/03/2023 02:53:53 PM,Unspecified MANHATTAN,,MANHATTAN,995766.0,219373.0,MOBILE,Unspecified,MANHATTAN,,,,Q,,,Other,40.76879709047681,-73.95842519416915,"(40.76879709047681, -73.95842519416915)",12083.0,23.0,4.0,51.0,11.0,77.18833333333333,3 days 5 hours 11 minutes 18 seconds,1.0
56670771,2023-01-31 09:31:47,2023-02-03 14:56:50,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,10035.0,"72nd Street & 2nd Avenue at Southeast Corner, 2nd Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10035, United States",,,,,,ADDRESS,City of New York,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,02/03/2023 02:56:50 PM,Unspecified MANHATTAN,,MANHATTAN,995786.0,219286.0,MOBILE,Unspecified,MANHATTAN,,,,Q,,E 72 St & 2 Av,Entrance,40.76855827203182,-73.95835313995445,"(40.76855827203182, -73.95835313995445)",12083.0,23.0,4.0,1.0,11.0,77.4175,3 days 5 hours 25 minutes 3 seconds,0.0
56672151,2023-01-31 09:29:48,2023-02-01 13:55:09,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11223.0,1715 EAST    9 STREET,EAST    9 STREET,QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,ADDRESS,BROOKLYN,EAST    9 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",02/01/2023 01:55:09 PM,15 BROOKLYN,3066660047.0,BROOKLYN,994300.0,160515.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.60724724455999,-73.9638055122584,"(40.607247244559986, -73.9638055122584)",18183.0,32.0,2.0,18.0,36.0,28.4225,1 days 4 hours 25 minutes 21 seconds,1.0
56669479,2023-01-31 09:16:27,2023-02-02 07:48:06,DHS,Department of Homeless Services,Encampment,,Store/Commercial,11373.0,86-15 DONGAN AVENUE,DONGAN AVENUE,CLAREMONT TERRACE,88 STREET,CLAREMONT TERRACE,88 STREET,ADDRESS,ELMHURST,DONGAN AVENUE,,Closed,,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",02/02/2023 07:48:09 AM,04 QUEENS,4015800041.0,QUEENS,1017905.0,209216.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.74086217239211,-73.87855037921211,"(40.74086217239211, -73.87855037921211)",14784.0,66.0,3.0,5.0,68.0,46.5275,1 days 22 hours 31 minutes 39 seconds,0.0
56678450,2023-01-31 09:08:35,2023-02-05 08:53:59,DHS,Department of Homeless Services,Encampment,,Store/Commercial,11215.0,236A 17 STREET,17 STREET,PROSPECT EXPWY EB EN   17 ST,5 AVENUE,PROSPECT EXPWY EB EN   17 ST,5 AVENUE,ADDRESS,BROOKLYN,17 STREET,,Closed,,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",02/05/2023 08:54:02 AM,07 BROOKLYN,3006310040.0,BROOKLYN,986623.0,181116.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66379798643438,-73.99144653406982,"(40.66379798643438, -73.99144653406982)",17617.0,9.0,2.0,7.0,45.0,119.75666666666666,4 days 23 hours 45 minutes 24 seconds,0.0
56671269,2023-01-31 09:06:39,2023-02-05 07:49:49,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,11373.0,"82-23, Broadway, Elmhurst, Queens, City of New York, New York, 11373, United States",,,,,,ADDRESS,City of New York,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,02/05/2023 07:49:49 AM,Unspecified QUEENS,,QUEENS,1016943.0,209794.0,MOBILE,Unspecified,QUEENS,,,,M,,,Mezzanine,40.742452245537685,-73.88201910140538,"(40.742452245537685, -73.88201910140538)",14784.0,66.0,3.0,5.0,68.0,118.71944444444443,4 days 22 hours 43 minutes 10 seconds,0.0
56674571,2023-01-31 09:03:57,2023-01-31 19:12:27,DHS,Department of Homeless Services,Encampment,,Park/Playground,10002.0,DELANCEY STREET,DELANCEY STREET,DELANCEY STREET,SHERIFF STREET,DELANCEY STREET,SHERIFF STREET,INTERSECTION,City of New York,,,Closed,,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,01/31/2023 07:12:31 PM,03 MANHATTAN,,MANHATTAN,989355.0,200294.0,MOBILE,,MANHATTAN,,,,,,,,40.7164360243268,-73.98158452225414,"(40.7164360243268, -73.98158452225414)",11723.0,70.0,4.0,50.0,4.0,10.141666666666667,0 days 10 hours 8 minutes 30 seconds,1.0
56674315,2023-01-31 09:01:39,2023-01-31 11:14:59,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10001.0,776 6 AVENUE,6 AVENUE,WEST 26 STREET,WEST 27 STREET,WEST   26 STREET,WEST   27 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",01/31/2023 11:14:59 AM,05 MANHATTAN,1008280001.0,MANHATTAN,986649.0,210660.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.744889303272,-73.99134229210792,"(40.744889303272, -73.99134229210792)",12073.0,11.0,4.0,10.0,7.0,2.2222222222222223,0 days 2 hours 13 minutes 20 seconds,1.0
56675754,2023-01-31 08:58:33,2023-01-31 09:36:11,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11377.0,59-16 WOODSIDE AVENUE,WOODSIDE AVENUE,59 STREET,60 STREET,59 STREET,60 STREET,ADDRESS,WOODSIDE,WOODSIDE AVENUE,,Closed,,The Department of Homeless Services did not have enough information to act on your request.,01/31/2023 09:36:11 AM,02 QUEENS,4013310046.0,QUEENS,1010492.0,210828.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.74531181056276,-73.90529509994317,"(40.74531181056276, -73.90529509994317)",14787.0,53.0,3.0,33.0,66.0,0.6272222222222222,0 days 0 hours 37 minutes 38 seconds,
56673332,2023-01-31 08:49:45,2023-02-01 05:44:00,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11205.0,ADELPHI STREET,ADELPHI STREET,ADELPHI STREET,MYRTLE AVENUE,ADELPHI STREET,MYRTLE AVENUE,INTERSECTION,BROOKLYN,,,Closed,,The individual was found and outreach assistance was offered.,02/01/2023 05:44:00 AM,02 BROOKLYN,,BROOKLYN,992050.0,191833.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69321060665914,-73.9718725383069,"(40.69321060665914, -73.9718725383069)",17212.0,68.0,2.0,48.0,55.0,20.904166666666665,0 days 20 hours 54 minutes 15 seconds,1.0
56673275,2023-01-31 08:48:02,2023-02-07 01:12:04,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,11101.0,"Astoria Boulevard, 31st Street, Queens, City of New York, New York, 11101, United States",,,,,,ADDRESS,City of New York,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,02/07/2023 01:12:04 AM,Unspecified QUEENS,,QUEENS,1007006.0,219913.0,MOBILE,Unspecified,QUEENS,,,,N,,,Mezzanine,40.77025746144904,-73.9178449869106,"(40.77025746144904, -73.9178449869106)",16859.0,39.0,3.0,4.0,72.0,160.40055555555554,6 days 16 hours 24 minutes 2 seconds,0.0
56672796,2023-01-31 08:46:08,2023-01-31 11:57:36,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10028.0,5 EAST   86 STREET,EAST   86 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST   86 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",01/31/2023 11:57:36 AM,08 MANHATTAN,1014980007.0,MANHATTAN,995317.0,223956.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.78137679478207,-73.96003861576317,"(40.78137679478207, -73.96003861576317)",12425.0,23.0,4.0,51.0,11.0,3.1911111111111112,0 days 3 hours 11 minutes 28 seconds,1.0
